"STATION","NAME","DATE","DP10","DT32","DX90","PRCP","TAVG","TMAX","TMIN"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2001-07","8","0","14","3.25","73.5","87.9","59.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2001-08","5","0","4","1.47","69.8","83.9","55.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2001-09","4","1","0","1.01","63.0","78.3","47.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2001-10","0","13","0","0.02","50.8","66.2","35.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2001-11","1","18","0","0.37","41.0","53.9","28.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2001-12","0","31","0","0.09","31.5","45.0","18.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2002-01","1","28","0","0.26","30.0","42.7","17.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2002-02","0","26","0","0.11","31.8","47.0","16.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2002-03","2","30","0","0.29","35.3","51.3","19.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2002-04","0","9","0","0.02","50.4","65.7","35.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2002-05","5","2","1","1.13","56.3","71.6","41.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2002-06","2","0","12","1.17","70.8","85.7","55.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2002-07","5","0","14","1.62","73.9","88.6","59.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2002-08","2","0","4","0.43","70.0","85.0","55.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2002-09","5","0","1","1.32","62.3","75.6","49.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2002-10","3","12","0","1.34","44.8","56.3","33.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2002-11","0","26","0","0.09","37.2","49.7","24.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2002-12","0","30","0","0.11","31.8","43.8","19.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2003-01","0","29","0","0.03","35.8","48.6","23.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2003-02","2","26","0","0.63","26.8","37.7","15.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2003-03","4","19","0","1.02","40.4","53.0","27.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2003-04","4","8","0","0.98","49.8","62.9","36.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2003-05","4","1","1","0.91","56.9","70.5","43.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2003-06","9","0","0","5.07","61.4","73.7","49.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2003-07","4","0","24","1.14","75.8","91.8","59.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2003-08","6","0","6","1.89","71.1","85.2","56.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2003-09","2","2","0","0.58","58.3","72.7","43.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2003-10","0","6","0","0.09","53.9","68.9","38.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2003-11","0","23","0","0.04","37.1","49.9","24.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2003-12","0","29","0","0.06","33.3","47.6","19.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2004-01","3","31","0","0.52","30.7","43.4","18.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2004-02","1","27","0","0.39","30.2","41.3","19.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2004-03","1","20","0","0.38","44.7","58.5","30.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2004-04","7","12","0","2.69","46.3","57.6","34.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2004-05","2","1","0","0.61","59.2","73.8","44.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2004-06","10","0","2","6.01","62.7","75.4","49.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2004-07","9","0","2","4.13","67.3","79.6","55.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2004-08","10","0","1","4.83","64.4","76.4","52.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2004-09","1","0","0","0.50","61.0","75.6","46.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2004-10","0","7","0","0.18","50.8","64.7","36.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2004-11","3","25","0","0.65","35.9","47.1","24.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2004-12","1","31","0","0.24","32.7","46.7","18.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2005-01","3","29","0","0.78","33.4","46.2","20.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2005-02","0","27","0","0.05","35.1","47.2","23.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2005-03","5","27","0","1.03","37.9","51.1","24.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2005-04","3","14","0","1.08","46.6","60.0","33.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2005-05","4","5","1","0.72","56.4","69.9","42.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2005-06","5","0","4","2.10","65.4","80.5","50.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2005-07","3","0","20","1.91","73.3","89.3","57.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2005-08","6","0","3","2.65","67.6","80.3","55.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2005-09","3","0","0","0.68","64.5","79.4","49.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2005-10","3","7","0","0.48","50.4","64.2","36.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2005-11","0","23","0","0.08","41.3","56.3","26.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2005-12","1","29","0","0.30","28.6","41.6","15.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2006-01","1","28","0","0.24","34.8","49.0","20.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2006-02","0","27","0","0.04","29.9","44.9","15.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2006-03","0","25","0","0.24","38.5","52.5","24.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2006-04","0","11","0","0.09","51.0","66.9","35.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2006-05","3","2","0","0.82","59.0","73.4","44.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2006-06","1","0","9","0.82","69.9","85.0","54.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2006-07","8","0","8","4.42","71.7","85.0","58.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2006-08","7","0","0","3.51","68.1","79.7","56.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2006-09","4","1","0","1.52","56.2","69.2","43.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2006-10","5","15","0","1.57","47.5","60.2","34.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2006-11","1","24","0","0.19","40.1","54.7","25.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2006-12","1","29","0","0.39","31.2","42.3","20.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2007-01","2","31","0","0.31","24.5","36.7","12.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2007-02","0","28","0","0.17","33.0","46.7","19.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2007-03","3","16","0","0.66","44.5","58.1","30.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2007-04","4","14","0","1.86","45.0","57.2","32.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2007-05","7","0","0","2.35","55.4","67.7","43.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2007-06","3","0","2","0.94","64.7","79.6","49.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2007-07","4","0","9","1.75","72.1","86.3","58.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2007-08","6","0","9","2.70","72.6","86.5","58.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2007-09","2","0","1","0.34","63.4","78.9","47.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2007-10","1","9","0","0.25","52.6","67.9","37.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2007-11","0","21","0","0.10","41.2","56.9","25.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2007-12","1","30","0","0.39","27.3","38.9","15.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2008-01","3","31","0","0.46","26.7","39.3","14.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2008-02","1","29","0","0.19","32.7","47.0","18.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2008-03","2","29","0","0.97","38.4","51.8","24.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2008-04","2","22","0","0.39","45.1","60.3","29.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2008-05","1","6","0","0.33","55.1","69.9","40.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2008-06","2","0","7","0.52","65.9","81.4","50.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2008-07","1","0","19","0.28","74.1","89.6","58.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2008-08","9","0","5","4.31","68.4","81.2","55.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2008-09","2","0","0","4.97","60.4","73.5","47.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2008-10","1","10","0","0.14","50.8","65.5","36.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2008-11","1","21","0","0.25","41.7","55.1","28.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2008-12","0","29","0","0.15","30.1","43.3","17.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2009-01","0","25","0","0.09","34.0","47.4","20.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2009-02","0","24","0","0.04","36.1","50.7","21.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2009-03","1","22","0","0.46","41.0","56.5","25.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2009-04","5","15","0","1.52","45.5","58.5","32.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2009-05","7","0","0","2.39","57.1","69.8","44.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2009-06","6","0","0","2.89","63.9","76.2","51.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2009-07","11","0","6","3.82","68.6","82.5","54.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2009-08","5","0","3","1.84","67.4","81.3","53.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2009-09","3","0","0","1.20","59.7","72.7","46.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2009-10","1","19","0","0.36","42.7","55.2","30.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2009-11","2","24","0","0.45","41.4","55.3","27.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2009-12","2","31","0","0.67","23.2","33.9","12.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2010-01","0","31","0","0.12","30.7","44.3","17.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2010-02","1","28","0","0.50","27.8","37.8","17.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2010-03","1","26","0","0.56","40.7","53.6","27.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2010-04","3","9","0","1.26","47.9","61.2","34.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2010-05","2","3","1","0.81","55.4","68.8","41.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2010-06","1","0","11","0.34","69.6","84.8","54.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2010-07","6","0","13","2.68","72.7","86.7","58.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2010-08","5","0","4","2.47","70.9","84.4","57.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2010-09","0","0","5","0.09","67.0","83.2","50.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2010-10","1","3","0","0.43","53.7","67.9","39.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2010-11","0","24","0","0.07","38.1","52.6","23.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2010-12","0","28","0","0.07","34.5","47.6","21.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2011-01","0","30","0","0.11","29.4","43.1","15.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2011-02","0","27","0","0.14","29.3","42.5","16.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2011-03","2","23","0","0.54","43.1","57.2","29.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2011-04","1","13","0","0.69","48.3","62.4","34.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2011-05","2","4","0","0.69","54.2","67.3","41.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2011-06","1","0","11","0.26","70.5","86.3","54.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2011-07","6","0","16","4.91","75.1","89.3","60.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2011-08","7","0","16","1.49","74.1","88.3","59.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2011-09","4","0","1","5.91","62.5","75.3","49.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2011-10","3","7","0","0.87","50.7","64.8","36.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2011-11","1","24","0","0.19","40.5","54.1","27.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2011-12","3","30","0","0.46","28.9","41.9","15.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2012-01","0","28","0","0.02","36.2","50.6","21.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2012-02","1","28","0","0.29","32.0","43.6","20.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2012-03","0","13","0","0.07","48.0","63.7","32.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2012-04","2","5","0","0.85","52.4","66.5","38.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2012-05","2","0","2","0.78","59.8","74.1","45.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2012-06","2","0","15","0.59","73.3","89.2","57.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2012-07","5","0","19","3.56","75.4","89.1","61.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2012-08","0","0","11","0.13","71.2","85.7","56.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2012-09","2","0","2","1.42","62.9","76.8","49.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2012-10","0","12","0","0.14","49.3","63.3","35.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2012-11","0","21","0","0.02","43.5","58.5","28.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2012-12","1","29","0","0.26","30.9","44.6","17.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2013-01","1","31","0","0.18","30.3","44.7","15.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2013-02","2","28","0","0.90","29.4","41.2","17.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2013-03","0","25","0","0.19","38.5","52.3","24.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2013-04","1","19","0","0.33","42.7","56.5","28.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2013-05","3","4","0","1.14","56.3","69.5","43.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2013-06","2","0","14","0.60","70.0","85.4","54.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2013-07","6","0","9","4.62","71.3","84.7","57.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2013-08","8","0","4","5.72","70.8","83.7","57.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2013-09","8","0","3","4.80","65.4","77.8","53.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2013-10","1","15","0","0.43","48.3","61.7","34.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2013-11","2","26","0","0.27","39.3","53.1","25.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2013-12","0","29","0","0.07","29.3","42.2","16.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2014-01","3","31","0","0.67","30.3","45.2","15.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2014-02","0","26","0","0.22","30.9","44.4","17.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2014-03","2","28","0","0.42","39.6","54.2","25.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2014-04","3","14","0","0.92","47.5","61.5","33.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2014-05","7","7","0","2.57","56.7","70.5","43.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2014-06","2","0","4","1.29","66.9","82.1","51.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2014-07","10","0","12","4.63","70.2","83.2","57.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2014-08","5","0","0","2.35","68.3","81.6","55.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2014-09","1","0","1","0.61","63.9","77.8","50.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2014-10","2","4","0","2.96","53.5","67.3","39.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2014-11","0","23","0","0.26","36.2","50.8","21.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2014-12","0","31","0","0.17","31.6","44.4","18.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2015-01","2","27","0","0.87","32.9","45.0","20.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2015-02","7","24","0","1.45","33.6","46.1","21.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2015-03","2","21","0","0.81","43.2","57.4","28.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2015-04","3","8","0","0.98","48.5","62.0","34.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2015-05","15","4","0","8.14","52.3","62.8","41.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2015-06","5","0","1","5.72","68.5","81.2","55.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2015-07","5","0","2","3.14","70.2","82.8","57.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2015-08","4","0","10","1.73","71.3","85.4","57.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2015-09","1","0","0","0.33","67.3","82.4","52.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2015-10","5","3","0","1.38","55.4","67.7","43.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2015-11","1","25","0","0.49","39.1","52.7","25.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2015-12","1","29","0","0.25","32.5","45.2","19.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2016-01","2","31","0","0.54","32.7","45.6","19.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2016-02","2","26","0","1.00","37.1","50.7","23.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2016-03","3","24","0","0.73","42.0","55.6","28.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2016-04","7","13","0","2.28","46.7","59.4","34.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2016-05","8","2","0","2.38","54.5","67.7","41.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2016-06","2","0","7","1.04","70.5","85.5","55.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2016-07","8","0","20","3.04","74.5","89.3","59.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2016-08","6","0","4","2.43","68.7","82.1","55.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2016-09","1","0","1","0.16","65.2","80.1","50.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2016-10","0","3","0","0.00","58.0","73.6","42.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2016-11","0","15","0","0.07","44.8","59.2","30.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2016-12","2","31","0","0.69","29.4","44.0","14.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2017-01","1","30","0","0.32","30.9","42.9","18.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2017-02","0","20","0","0.07","39.9","53.7","26.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2017-03","3","16","0","0.44","46.7","62.0","31.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2017-04","7","11","0","2.15","48.8","61.1","36.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2017-05","9","2","0","3.15","55.7","68.4","42.9"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2017-06","1","0","9","0.50","69.3","83.8","54.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2017-07","11","0","14","6.23","73.4","86.9","59.8"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2017-08","5","0","2","2.43","68.3","80.4","56.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2017-09","5","0","1","2.78","63.4","75.6","51.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2017-10","0","12","0","0.23","50.2","65.1","35.3"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2017-11","1","18","0","0.15","45.6","59.5","31.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2017-12","0","31","0","0.01","33.5","48.4","18.7"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2018-01","0","30","0","0.16","35.1","50.2","20.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2018-02","2","28","0","0.41","32.0","45.7","18.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2018-03","3","25","0","0.60","42.8","58.0","27.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2018-04","1","19","0","1.08","46.7","61.4","32.0"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2018-05","2","0","1","1.46","62.2","77.0","47.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2018-06","5","0","12","1.43","71.1","87.1","55.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2018-07","10","0","12","4.47","72.5","86.3","58.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2018-08","5","0","1","3.25","69.1","81.9","56.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2018-09","1","0","8","0.57","66.5","81.0","52.1"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2018-10","6","6","0","1.61","48.1","59.7","36.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2018-11","1","29","0","0.30","37.5","50.4","24.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2018-12","0","31","0","0.09","31.2","44.9","17.4"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2019-01","1","30","0","0.28","33.1","47.0","19.2"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2019-02","1","27","0","0.29","31.7","46.7","16.6"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2019-03","4","27","0","1.22","37.0","49.4","24.5"
"USW00093037","COLORADO SPRINGS MUNICIPAL AIRPORT, CO US","2019-04","3","11","0","1.04","49.5","63.3","35.7"
