"STATION","NAME","DATE","DP10","DX32","DX90","PRCP","TAVG","TMAX","TMIN"
"USW00013876","BIRMINGHAM AIRPORT, AL US","2000-10",1,0,0,1.26,65.8,78.9,52.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2000-11",10,0,0,8.14,52,61.2,42.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2000-12",4,1,0,1.84,38,47.6,28.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2001-01",8,1,0,5.24,40,50.9,29.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2001-02",8,0,0,4.35,50.9,62,39.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2001-03",10,0,0,8.43,49.6,60.1,39.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2001-04",6,0,0,7.3,64.5,75.6,53.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2001-05",8,0,0,5.25,70.5,81.8,59.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2001-06",12,0,1,7.53,75.3,84.8,65.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2001-07",6,0,15,3.61,80.1,89.4,70.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2001-08",10,0,11,7.38,78.5,86.8,70.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2001-09",6,0,3,6.26,71.6,81.3,61.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2001-10",3,0,0,2.43,60.5,73.3,47.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2001-11",4,0,0,4.2,58.6,72.1,45.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2001-12",5,0,0,4.76,49.3,59.6,39.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2002-01",7,0,0,6.02,46.9,57.9,35.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2002-02",4,0,0,2.88,44.4,56.4,32.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2002-03",7,0,0,6.47,54.5,66.9,42.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2002-04",5,0,0,3.02,65.7,76.4,54.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2002-05",5,0,1,4.15,70.2,80.6,59.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2002-06",9,0,7,5.28,76.9,86.8,66.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2002-07",8,0,16,7.72,80.6,89.5,71.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2002-08",5,0,24,1.6,81.1,91.3,70.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2002-09",8,0,12,9.94,77.6,86.3,68.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2002-10",9,0,0,5.46,66.9,73.9,59.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2002-11",8,0,0,4.66,50.5,60.3,40.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2002-12",8,0,0,7.23,44.4,54,34.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2003-01",6,2,0,2.22,38.4,48.3,28.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2003-02",11,0,0,5.8,47.1,56.9,37.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2003-03",6,0,0,4.29,56.9,67.2,46.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2003-04",6,0,0,4.39,64.1,75.1,53.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2003-05",10,0,0,17.22,70.5,79.5,61.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2003-06",12,0,2,6.64,75,83.9,66.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2003-07",9,0,10,5.89,79,87.4,70.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2003-08",9,0,13,9.48,79.9,88.7,71
"USW00013876","BIRMINGHAM AIRPORT, AL US","2003-09",2,0,4,2.65,73.5,84.5,62.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2003-10",2,0,0,0.49,63.4,75.5,51.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2003-11",4,0,0,3.26,58.6,70.3,46.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2003-12",7,0,0,3.26,43.8,54.6,32.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2004-01",6,0,0,2.77,43.3,53.9,32.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2004-02",8,0,0,5.92,45.1,53.7,36.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2004-03",7,0,0,3.15,59.1,70.9,47.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2004-04",7,0,0,3.24,62.1,74.5,49.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2004-05",6,0,1,5.04,73.7,83.5,63.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2004-06",13,0,5,7.01,76.4,84.3,68.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2004-07",7,0,16,3.29,79.5,89.3,69.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2004-08",5,0,10,2.67,76.5,86.3,66.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2004-09",3,0,0,10.97,74.2,83.2,65.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2004-10",5,0,0,2.61,69,77.8,60.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2004-11",11,0,0,11.14,57.6,66.2,49
"USW00013876","BIRMINGHAM AIRPORT, AL US","2004-12",5,1,0,3.55,44.9,55.6,34.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2005-01",5,0,0,1.93,48.1,58.9,37.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2005-02",10,0,0,4.06,50.4,60,40.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2005-03",8,0,0,5.85,53.6,64,43.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2005-04",8,0,0,5.23,61.4,73.1,49.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2005-05",5,0,0,5.61,67.8,79,56.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2005-06",10,0,4,4.91,76.8,85.6,68
"USW00013876","BIRMINGHAM AIRPORT, AL US","2005-07",13,0,18,9.49,80.5,88.5,72.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2005-08",5,0,17,1.69,81.3,90,72.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2005-09",3,0,15,1.73,77.7,89.1,66.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2005-10",1,0,0,0.49,63.6,75.3,51.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2005-11",5,0,0,3.62,56.4,67.7,45
"USW00013876","BIRMINGHAM AIRPORT, AL US","2005-12",7,0,0,4.62,42.3,52.8,31.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2006-01",9,0,0,5.97,50.7,61.2,40.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2006-02",10,0,0,8.7,44.9,54.5,35.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2006-03",6,0,0,4.72,56.1,67.6,44.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2006-04",7,0,2,7.81,67.8,79.7,55.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2006-05",5,0,9,2.53,71.1,81.4,60.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2006-06",5,0,21,4.77,79.2,91.3,67
"USW00013876","BIRMINGHAM AIRPORT, AL US","2006-07",9,0,24,5.03,83.4,93.3,73.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2006-08",5,0,28,2.69,83.7,93.3,74.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2006-09",7,0,5,3.74,73.4,84.1,62.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2006-10",5,0,1,4.96,62.5,73.8,51.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2006-11",5,0,0,2.6,53.9,65.1,42.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2006-12",6,0,0,3.03,49.9,61.4,38.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2007-01",5,0,0,3,45.9,55,36.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2007-02",4,0,0,2.56,44.6,56.1,33.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2007-03",2,0,0,1.02,61.4,73.7,49.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2007-04",3,0,0,2.62,60.5,72.6,48.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2007-05",3,0,2,1.08,73,84.9,61.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2007-06",5,0,26,1.63,81,92.6,69.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2007-07",8,0,15,3.44,80.2,88.9,71.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2007-08",7,0,31,4.88,86.8,98.3,75.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2007-09",3,0,9,3.3,77.3,86.7,67.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2007-10",4,0,2,1.71,67.8,78.1,57.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2007-11",4,0,0,1.69,53.9,66.4,41.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2007-12",6,0,0,1.94,51.6,61.4,41.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2008-01",7,1,0,4.47,43.1,52.9,33.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2008-02",8,0,0,4.67,49.1,60.5,37.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2008-03",5,0,0,4.59,56,68.2,43.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2008-04",6,0,0,5.24,63.5,74.4,52.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2008-05",7,0,0,7.99,70.3,80.4,60.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2008-06",4,0,15,3.97,79.1,89.3,69
"USW00013876","BIRMINGHAM AIRPORT, AL US","2008-07",8,0,25,5.05,81.6,91.9,71.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2008-08",5,0,16,7.91,79.7,88.6,70.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2008-09",1,0,2,0.41,75.3,84.5,66.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2008-10",3,0,0,1.94,63,73.6,52.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2008-11",7,0,0,2.49,51.2,63,39.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2008-12",11,0,0,6.4,49.1,58.7,39.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2009-01",8,1,0,6.29,44.7,55.3,34.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2009-02",5,0,0,5.07,48.1,59.9,36.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2009-03",10,0,0,6.82,57.5,67.7,47.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2009-04",4,0,0,2.13,62.3,73.9,50.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2009-05",16,0,0,6.26,71.1,79.4,62.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2009-06",4,0,19,3.04,79.3,89.8,68.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2009-07",9,0,12,7.59,78.5,88.3,68.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2009-08",7,0,11,4.49,78.6,87.5,69.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2009-09",11,0,0,10.69,74.7,81.9,67.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2009-10",13,0,0,7.9,61.8,71,52.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2009-11",4,0,0,5.33,53.6,65.2,41.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2009-12",9,0,0,6.11,44.2,53,35.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2010-01",6,3,0,4.01,38.9,48.4,29.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2010-02",5,0,0,3.15,39.9,49.9,29.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2010-03",8,0,0,6.91,51,61.3,40.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2010-04",3,0,0,5.3,65.2,78.2,52.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2010-05",9,0,2,8.83,73.4,83.1,63.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2010-06",6,0,21,3.3,81.7,91.3,72.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2010-07",3,0,29,1.31,84.6,94.9,74.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2010-08",7,0,26,4.79,84.7,94.1,75.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2010-09",2,0,23,0.43,78.1,90.9,65.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2010-10",4,0,2,3.7,65.2,80.4,49.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2010-11",9,0,0,4.82,55.7,67.3,44.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2010-12",4,1,0,1.37,40.1,50.1,30.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2011-01",5,2,0,3.71,40.3,50,30.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2011-02",6,0,0,3.25,50.1,62.1,38.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2011-03",13,0,0,9.45,57.3,67.6,47
"USW00013876","BIRMINGHAM AIRPORT, AL US","2011-04",6,0,0,5.45,66.3,77.9,54.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2011-05",3,0,6,1.06,71.1,82.1,60
"USW00013876","BIRMINGHAM AIRPORT, AL US","2011-06",6,0,26,2.81,82.6,94.7,70.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2011-07",9,0,25,8,83,92.4,73.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2011-08",1,0,27,0.48,83.2,94.6,71.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2011-09",5,0,4,12.14,72.2,82.7,61.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2011-10",1,0,0,0.36,61.2,73.4,49
"USW00013876","BIRMINGHAM AIRPORT, AL US","2011-11",7,0,0,6.37,55.8,66.1,45.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2011-12",9,0,0,5.24,49.5,59.6,39.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-01",8,0,0,5.9,49.7,60.7,38.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-02",10,0,0,2.95,51.9,61.6,42.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-03",8,0,0,4.72,65.5,76.3,54.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-04",4,0,0,1.26,66.1,77.7,54.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-05",9,0,7,4.95,74.1,84.5,63.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-06",4,0,14,2.44,78.8,89.9,67.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-07",9,0,24,6.26,83.4,92.9,73.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-08",9,0,9,4.07,78.5,87.2,69.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-09",8,0,2,7.02,73,83.4,62.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-10",3,0,0,1.83,62.2,73.5,51
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-11",3,0,0,1.46,51.4,64.9,38
"USW00013876","BIRMINGHAM AIRPORT, AL US","2012-12",8,0,0,6.49,50.8,60.1,41.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-01",9,0,0,8.38,48.3,57.1,39.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-02",10,0,0,6.21,46.3,55.6,36.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-03",6,0,0,5.19,49.7,60.9,38.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-04",7,0,0,4.78,62.7,73.7,51.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-05",7,0,0,5.96,68.8,79,58.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-06",7,0,7,8.67,78.8,87.4,70.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-07",11,0,6,8.81,78.2,86.1,70.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-08",7,0,8,4.3,78.4,86.5,70.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-09",2,0,7,2.47,75.3,85.6,65
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-10",4,0,0,1.96,65.2,76,54.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-11",5,0,0,4.12,50.6,61.6,39.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2013-12",8,0,0,7.06,47.4,56.8,38
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-01",4,4,0,1.56,36.2,48.2,24.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-02",10,0,0,5.37,46,56.8,35.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-03",8,0,0,4.72,52.7,64.7,40.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-04",10,0,0,8.89,63.3,74.4,52.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-05",6,0,0,2.33,71.2,81.8,60.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-06",9,0,9,4.81,78.4,87.1,69.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-07",3,0,13,0.93,78.7,89,68.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-08",4,0,25,4.27,81.1,92,70.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-09",2,0,11,1.64,77.3,87.1,67.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-10",6,0,0,3.66,66,78,54.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-11",4,0,0,4.46,49,60.4,37.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2014-12",11,0,0,7.15,48.7,58.2,39.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2015-01",6,0,0,4.38,42.3,53.1,31.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2015-02",6,1,0,4.32,39.5,50.4,28.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2015-03",13,0,0,4.23,56.5,67.3,45.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2015-04",13,0,0,10.24,65.5,75.4,55.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2015-05",6,0,1,2.56,72.4,83,61.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2015-06",5,0,18,1.7,80.2,90.1,70.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2015-07",10,0,23,7.41,82.7,92.4,73.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2015-08",11,0,13,7.23,79.4,88.8,70
"USW00013876","BIRMINGHAM AIRPORT, AL US","2015-09",4,0,4,1.39,75.3,84.4,66.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2015-10",7,0,0,2.39,65.4,76,54.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2015-11",5,0,0,4.54,59.5,68.4,50.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2015-12",11,0,0,10.53,56.8,65.2,48.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2016-01",5,0,0,3.28,42.5,52,33.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2016-02",6,0,0,7.46,50.3,60.1,40.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2016-03",6,0,0,5.7,59.9,70.3,49.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2016-04",7,0,0,3.75,64.4,75.3,53.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2016-05",4,0,4,1.43,70.8,81.6,60
"USW00013876","BIRMINGHAM AIRPORT, AL US","2016-06",6,0,21,3.97,80.7,91.4,70.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2016-07",7,0,27,7.08,83.7,93.3,74.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2016-08",7,0,21,2.52,83.3,91.8,74.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2016-09",2,0,23,0.68,80.4,91.8,69.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2016-10",0,0,3,0,71.1,84.5,57.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2016-11",2,0,0,2.07,58.5,72,45
"USW00013876","BIRMINGHAM AIRPORT, AL US","2016-12",8,0,0,2.4,49.3,58.8,39.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-01",7,1,0,6.72,52.6,61.8,43.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-02",8,0,0,2.95,55.4,66,44.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-03",9,0,0,5.24,58.4,69.3,47.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-04",5,0,0,6.09,69.2,81.1,57.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05",10,0,3,6.67,71.1,81.5,60.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06",13,0,3,10.8,76.8,85,68.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07",10,0,23,9.49,81.8,90.8,72.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08",9,0,14,7.61,79.6,87.6,71.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09",4,0,7,2.48,73.9,84.2,63.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10",6,0,0,5.56,66.4,76.7,56.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-11",5,0,0,1.44,55.9,67.4,44.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-12",5,0,0,4,45.6,54.5,36.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2018-01",6,3,0,1.35,40.2,50.6,29.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2018-02",12,0,0,8.14,57.8,67.4,48.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2018-03",8,0,0,4.13,55.3,66.8,43.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2018-04",7,0,0,8.25,60.2,72.6,47.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2018-05",8,0,8,6.98,75.5,85.8,65.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2018-06",10,0,20,5.77,79.7,89.9,69.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2018-07",4,0,23,1.81,81.7,91.1,72.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2018-08",5,0,23,2.32,81.2,90.7,71.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2018-09",5,0,22,4.31,81.4,90.8,71.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2018-10",4,0,4,1.04,67.8,78.1,57.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2018-11",9,0,0,5.64,49.6,59.5,39.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2018-12",11,0,0,11.35,48.3,56.5,40.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2019-01",8,0,0,6.02,45,54.5,35.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2019-02",10,0,0,6.61,55.7,64.5,46.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2019-03",5,0,0,2.85,54.5,65.6,43.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2019-04",6,0,0,4.37,64.7,76.9,52.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2019-05",5,0,11,4.35,75.3,86,64.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2019-06",8,0,14,4.75,78.6,88.1,69.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2019-07",4,0,24,2.75,82.1,91.7,72.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2019-08",9,0,25,4.81,82.1,93.1,71.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2019-09",2,0,28,0.56,82.1,94.5,69.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2019-10",9,0,5,7.86,67.5,77.5,57.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2019-11",5,0,0,2.55,50.8,63.4,38.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2019-12",9,0,0,5.09,51.6,60.9,42.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2020-01",9,0,0,7.83,49.9,59.4,40.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2020-02",9,0,0,13.26,50.3,60.3,40.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2020-03",12,0,0,9.19,63,71.9,54
"USW00013876","BIRMINGHAM AIRPORT, AL US","2020-04",6,0,0,8.46,61.4,72.9,49.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2020-05",6,0,1,6.39,69.4,80.8,58.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2020-06",9,0,9,4.04,78,87.7,68.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2020-07",7,0,23,5.39,82.1,91.1,73.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2020-08",11,0,18,5.89,81,89.9,72.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2020-09",1,0,8,1.05,75.4,84.3,66.5
"USW00013876","BIRMINGHAM AIRPORT, AL US","2020-10",6,0,0,5.52,67.1,77.9,56.3
"USW00013876","BIRMINGHAM AIRPORT, AL US","2020-11",4,0,0,2.28,58.2,69.1,47.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2020-12",6,0,0,3.82,46.1,57.5,34.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2021-01",9,0,0,3.05,45.8,55.3,36.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2021-02",8,1,0,3.77,46.3,57.3,35.4
"USW00013876","BIRMINGHAM AIRPORT, AL US","2021-03",10,0,0,9.54,59.2,70.9,47.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2021-04",3,0,0,4.79,62.1,74.2,49.9
"USW00013876","BIRMINGHAM AIRPORT, AL US","2021-05",7,0,3,6.6,70.1,80.7,59.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2021-06",10,0,6,8.46,77.5,86.4,68.6
"USW00013876","BIRMINGHAM AIRPORT, AL US","2021-07",15,0,18,8.66,80.4,89.1,71.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2021-08",9,0,14,7.7,80.7,88.6,72.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2021-09",2,0,1,1.56,75.1,84.1,66.2
"USW00013876","BIRMINGHAM AIRPORT, AL US","2021-10",8,0,0,9.39,68.3,77.8,58.7
"USW00013876","BIRMINGHAM AIRPORT, AL US","2021-11",5,0,0,1.63,52.3,63.4,41.1
"USW00013876","BIRMINGHAM AIRPORT, AL US","2021-12",6,0,0,5.88,57.6,67.3,47.8
"USW00013876","BIRMINGHAM AIRPORT, AL US","2022-01",7,0,0,4.35,43.4,54.5,32.4
"USW00013894","MOBILE REGIONAL AIRPORT, AL US","2000-01",7,0,0,2.67,53.5,64,43.1
"USW00013894","MOBILE REGIONAL AIRPORT, AL US","2000-02",2,0,0,1.3,57.5,69.5,45.6
"USW00013894","MOBILE REGIONAL AIRPORT, AL US","2000-03",8,0,0,6.94,63.6,75.8,51.4
"USW00013894","MOBILE REGIONAL AIRPORT, AL US","2000-04",5,0,0,2.43,64.7,77,52.4
